,glac_name,glacier_id,surging,probability,training_data,validation
966,Eskolabreen,G016707E78910N,0,0.8776881928066157,,
967,Mittag-Lefflerbreen,G017025E78797N,0,0.9874673318374801,,
968,Stubendorffbreen,G017040E78981N,0,0.831416947873579,,
969,Hinlopenbreen,G018391E78924N,0,0.6917722887251524,,
970,Oslobreen,G018173E79037N,0,0.9108691546123303,,
971,Chydeniusbreen,G017693E79137N,0,0.6158121044728996,,
972,Polarisbreen,G018300E79165N,0,0.821479319779195,,
973,Chydeniusbreen,G017983E79227N,1,0.568187452257076,,
974,Kantbreen,G017730E79297N,0,0.943813681158581,,
975,,G017630E79323N,1,0.5482752292863364,,
976,,G017585E79333N,0,0.9166220827109892,,
977,,G017537E79315N,0,0.9387127332559091,,
978,,G017417E79265N,0,0.6203695267938804,,
979,Veteranbreen,G017317E79157N,0,0.8728343512099517,,
980,Reinbuktbreen,G016823E79194N,0,0.9543001590407897,,
981,,G016556E79184N,1,0.5855685900093588,,
982,Planckbreen,G016477E79169N,0,0.9131958878604738,,
983,,G016356E79165N,1,0.6042622941441244,,
984,Schrödingerbreen,G016394E79140N,0,0.8008816511823934,,
985,,G016413E79125N,0,0.8140997868326447,,
986,,G016542E79140N,0,0.9822216436221387,,
987,Tryggvebreen,G016733E79123N,0,0.9578175647998055,,
988,,G016782E79226N,0,0.7378097865341401,,
989,,G016618E79226N,0,0.7874105048217005,,
990,,G016482E79234N,1,0.6866687214796443,,
991,Cookbreen,G016439E79242N,0,0.8393739546849046,,
992,Cookbreen,G016598E79263N,1,0.7741422376669712,0,1
993,,G016398E79291N,0,0.8878134667816425,,
994,Ringhornbreen,G016639E79309N,0,0.6620853790707187,,
995,Muspellvidda SW,G016337E79380N,0,0.9689912251841566,,
996,,G016199E79421N,0,0.8734062818451884,,
997,,G016166E79453N,0,0.9580915859885291,,
998,Sørbreen,G016380E79457N,0,0.9760366248815247,,
999,Midtbreen,G016346E79525N,1,0.5350583759185323,1,1
1000,Gullfaksebreen,G016995E79547N,0,0.962050828494004,,
1001,Nordbreen,G016387E79647N,0,0.9609155617982434,,
1002,Fenrisulvbreen,G016159E79584N,0,0.9357691546123303,,
1003,,G016149E79664N,0,0.9458905110336868,,
1004,Åsgardfonna NW,G016364E79743N,1,0.6851523621110849,0,2
1005,Tåbreen,G016493E79791N,0,0.7723889658278724,,
